Target Link,Target Name,Target ID,Attacker 1,Attacker 1 Leader,Attacker 2,Attacker 2 Leader,Attacker 3,Attacker 3 Leader,,Defender 1,Defender 1 Leader,Defender 2,Defender 2 Leader,Defender 3,Defender 3 Leader,Defender 4,Defender 4 Leader,Defender 5,Defender 5 Leader
https://politicsandwar.com/nation/id=20653,Yukikuni Protectorate,20653,https://politicsandwar.com/nation/id=68432,Tamasith,https://politicsandwar.com/nation/id=60967,Roberts,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=31785,Axios,31785,https://politicsandwar.com/nation/id=127170,Ragnarok8085,https://politicsandwar.com/nation/id=99210,Germania,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=54790,Chenniland,54790,https://politicsandwar.com/nation/id=21196,Tyras Calidan,https://politicsandwar.com/nation/id=163803,Haakon,https://politicsandwar.com/nation/id=48730,EvilPiggyFooFoo,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=60611,The New Russian Federation,60611,https://politicsandwar.com/nation/id=134744,Harry I,https://politicsandwar.com/nation/id=195344,Romanov,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=63486,Qora,63486,https://politicsandwar.com/nation/id=125354,Strett,https://politicsandwar.com/nation/id=94113,Trouble 3,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=63968,Gensokyo,63968,https://politicsandwar.com/nation/id=93798,Velium,https://politicsandwar.com/nation/id=36823,New Suleiman,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=65816,Cat Couch Republic of Korea,65816,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=123779,Asierith,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=69644,Illusha,69644,https://politicsandwar.com/nation/id=145332,AU David,https://politicsandwar.com/nation/id=117241,Waldo,https://politicsandwar.com/nation/id=10875,Morgrim,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=83338,Irish Federation,83338,https://politicsandwar.com/nation/id=112098,Miyamoto Musashi,https://politicsandwar.com/nation/id=94204,Al Fappino,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=84280,Techno Dynasty,84280,https://politicsandwar.com/nation/id=134043,Urias,https://politicsandwar.com/nation/id=105773,Bmber,https://politicsandwar.com/nation/id=146455,Petko Vidmar,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=89669,Trevanian,89669,https://politicsandwar.com/nation/id=178490,Lils,https://politicsandwar.com/nation/id=163576,NotCool,https://politicsandwar.com/nation/id=174178,Lothair of Acre,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=101241,Ceura,101241,https://politicsandwar.com/nation/id=125702,KingDracula,https://politicsandwar.com/nation/id=195412,Solomoriah,https://politicsandwar.com/nation/id=207541,Aaron Comneno,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=105468,Nova Australis,105468,https://politicsandwar.com/nation/id=92845,Billy,https://politicsandwar.com/nation/id=84969,Zeannon,https://politicsandwar.com/nation/id=86047,John Silva,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=116163,The Hermannic Empire,116163,https://politicsandwar.com/nation/id=134372,CaN,https://politicsandwar.com/nation/id=109837,Antonio,https://politicsandwar.com/nation/id=105255,Erold Yerkin,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=116186,The Fire Nation,116186,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,https://politicsandwar.com/nation/id=48730,EvilPiggyFooFoo,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=107297,National Workers Union,107297,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=117448,Yuri B Molotov,https://politicsandwar.com/nation/id=118419,the Rising Sun,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=145228,Lindweheim,145228,https://politicsandwar.com/nation/id=206764,Auto Von Bismarck,https://politicsandwar.com/nation/id=194419,Uhsnadev,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=87966,Wamab,87966,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=207245,Novorossiya,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=152419,Skyros,152419,https://politicsandwar.com/nation/id=203465,Al Sahina,https://politicsandwar.com/nation/id=134871,Tugberk,https://politicsandwar.com/nation/id=129106,Sgaaph,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=188269,Kolmak,188269,https://politicsandwar.com/nation/id=217361,Cthulhu The Devourer,https://politicsandwar.com/nation/id=192256,Roach,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=188556,Avenne,188556,https://politicsandwar.com/nation/id=204729,Zegrath the Black,https://politicsandwar.com/nation/id=213815,Karl the not Blessed,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=194503,DwarGeron,194503,https://politicsandwar.com/nation/id=207627,GrandmasterBee,https://politicsandwar.com/nation/id=205677,Locinii,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=198622,Duzimar,198622,https://politicsandwar.com/nation/id=207245,Novorossiya,https://politicsandwar.com/nation/id=231415,Misha Polikarpov,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=206120,Avarion,206120,https://politicsandwar.com/nation/id=211650,Thibaud Brent,https://politicsandwar.com/nation/id=205543,Shawn Washington,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=211455,vine land,211455,https://politicsandwar.com/nation/id=229877,Vladimir Ivanov,https://politicsandwar.com/nation/id=212190,Filedsome,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=218592,Imperial Republic of Bua,218592,https://politicsandwar.com/nation/id=231415,Misha Polikarpov,https://politicsandwar.com/nation/id=226202,Vaishnav,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
