Target Link,Target Name,Target ID,Attacker 1,Attacker 1 Leader,Attacker 2,Attacker 2 Leader,Attacker 3,Attacker 3 Leader,,Defender 1,Defender 1 Leader,Defender 2,Defender 2 Leader,Defender 3,Defender 3 Leader,Defender 4,Defender 4 Leader,Defender 5,Defender 5 Leader
https://politicsandwar.com/nation/id=74184,sun,74184,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=182358,William the Conquero,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=143966,Edas,143966,https://politicsandwar.com/nation/id=92845,Billy,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=166244,Ricon,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=2813,Saeton,2813,https://politicsandwar.com/nation/id=109837,Antonio,https://politicsandwar.com/nation/id=207627,GrandmasterBee,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=61638,El Magico,61638,https://politicsandwar.com/nation/id=21196,Tyras Calidan,https://politicsandwar.com/nation/id=92845,Billy,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=144554,Stony,144554,https://politicsandwar.com/nation/id=21196,Tyras Calidan,https://politicsandwar.com/nation/id=117241,Waldo,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=222628,Barrington,222628,https://politicsandwar.com/nation/id=166244,Ricon,https://politicsandwar.com/nation/id=84969,Zeannon,https://politicsandwar.com/nation/id=207627,GrandmasterBee,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=84187,Oh Hweng Jo,84187,https://politicsandwar.com/nation/id=207627,GrandmasterBee,https://politicsandwar.com/nation/id=148081,Madder Red,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=91331,CCJK,91331,https://politicsandwar.com/nation/id=117241,Waldo,https://politicsandwar.com/nation/id=182358,William the Conquero,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=308663,Fido,308663,https://politicsandwar.com/nation/id=84969,Zeannon,https://politicsandwar.com/nation/id=163803,Haakon,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=36009,Vladimir V Putin,36009,https://politicsandwar.com/nation/id=36823,Kebaboglu,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=175554,Moose Hole,175554,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=166328,Frank Patans,166328,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=138906,Fadbamsen,138906,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=245457,Karan,https://politicsandwar.com/nation/id=94113,Trouble 3,,,,,,,,,,,
https://politicsandwar.com/nation/id=34471,Kiridiana,34471,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=245457,Karan,,,,,,,,,,,
https://politicsandwar.com/nation/id=2592,TheBear,2592,https://politicsandwar.com/nation/id=36823,Kebaboglu,https://politicsandwar.com/nation/id=109837,Antonio,https://politicsandwar.com/nation/id=234558,Shamadruu,,,,,,,,,,,
https://politicsandwar.com/nation/id=165923,Njordsvalt,165923,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=245457,Karan,https://politicsandwar.com/nation/id=204444,MrPineapple,,,,,,,,,,,
https://politicsandwar.com/nation/id=228280,Osmus I,228280,,#ERROR!,,#ERROR!,,#ERROR!,,,,,,,,,,,
https://politicsandwar.com/nation/id=134500,Holotonne,134500,https://politicsandwar.com/nation/id=166244,Ricon,https://politicsandwar.com/nation/id=94113,Trouble 3,https://politicsandwar.com/nation/id=134744,Heinrich I,,,,,,,,,,,
https://politicsandwar.com/nation/id=64060,Damid Canter,64060,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=204444,MrPineapple,https://politicsandwar.com/nation/id=134871,Kebabini,,,,,,,,,,,
https://politicsandwar.com/nation/id=324467,Plne,324467,https://politicsandwar.com/nation/id=10065,Chapsie,https://politicsandwar.com/nation/id=134871,Kebabini,https://politicsandwar.com/nation/id=128428,Mohammad,,,,,,,,,,,
https://politicsandwar.com/nation/id=192359,Lajsik,192359,https://politicsandwar.com/nation/id=128428,Mohammad,https://politicsandwar.com/nation/id=10065,Chapsie,https://politicsandwar.com/nation/id=134744,Heinrich I,,,,,,,,,,,
https://politicsandwar.com/nation/id=197285,Grand Emperor Julius,197285,https://politicsandwar.com/nation/id=105255,Erold Yerkin,https://politicsandwar.com/nation/id=349712,Akbar,https://politicsandwar.com/nation/id=86047,John Silva,,,,,,,,,,,
https://politicsandwar.com/nation/id=303616,Maahir,303616,https://politicsandwar.com/nation/id=349712,Akbar,https://politicsandwar.com/nation/id=105255,Erold Yerkin,https://politicsandwar.com/nation/id=280756,Burke - Johnson,,,,,,,,,,,
