Target Link,Target Name,Target ID,Attacker 1,Attacker 1 Leader,Attacker 2,Attacker 2 Leader,Attacker 3,Attacker 3 Leader,,Defender 1,Defender 1 Leader,Defender 2,Defender 2 Leader,Defender 3,Defender 3 Leader,Defender 4,Defender 4 Leader,Defender 5,Defender 5 Leader
https://politicsandwar.com/nation/id=199803,Ayutthaya,199803,https://politicsandwar.com/nation/id=112098,Miyamoto Musashi,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=107543,Ollyland,107543,https://politicsandwar.com/nation/id=97760,Isjaki,https://politicsandwar.com/nation/id=112098,Miyamoto Musashi,https://politicsandwar.com/nation/id=123779,Asierith,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=191762,The Revenant Legion,191762,https://politicsandwar.com/nation/id=21196,Tyras Calidan,https://politicsandwar.com/nation/id=203465,Ramona,https://politicsandwar.com/nation/id=94113,Trouble 3,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=184665,Nautilus,184665,https://politicsandwar.com/nation/id=117241,Waldo,https://politicsandwar.com/nation/id=116152,Ion Constantinescu,https://politicsandwar.com/nation/id=117448,Yuri B Molotov,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=137836,Moronoland,137836,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=97760,Isjaki,https://politicsandwar.com/nation/id=117448,Yuri B Molotov,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=202488,New Byzantine Empire,202488,https://politicsandwar.com/nation/id=205964,A human,https://politicsandwar.com/nation/id=163803,Haakon,https://politicsandwar.com/nation/id=94113,Trouble 3,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=99130,Poseidonis,99130,https://politicsandwar.com/nation/id=60766,Daveth,https://politicsandwar.com/nation/id=148081,Madder Red,https://politicsandwar.com/nation/id=123779,Asierith,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=188288,Czechoslovak Kingdom,188288,https://politicsandwar.com/nation/id=21196,Tyras Calidan,https://politicsandwar.com/nation/id=203465,Ramona,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=207337,Alternatywkowo,207337,https://politicsandwar.com/nation/id=84969,Zeannon,https://politicsandwar.com/nation/id=163803,Haakon,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=203766,The Republic of Canfre,203766,https://politicsandwar.com/nation/id=84969,Zeannon,https://politicsandwar.com/nation/id=205964,A human,https://politicsandwar.com/nation/id=134744,Heinrich I,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=108666,The Holy Kenny,108666,https://politicsandwar.com/nation/id=207627,GrandmasterBee,https://politicsandwar.com/nation/id=94204,Al Fappino,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=145383,Reasr,145383,https://politicsandwar.com/nation/id=207627,GrandmasterBee,https://politicsandwar.com/nation/id=94204,Al Fappino,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=202689,fordlandia,202689,https://politicsandwar.com/nation/id=134744,Heinrich I,https://politicsandwar.com/nation/id=92845,Billy,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=180599,tunisia,180599,https://politicsandwar.com/nation/id=174178,Johann Hess,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=129106,Sgaaph,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=252248,The United Holy Republic,252248,https://politicsandwar.com/nation/id=240724,Lemon Lord,https://politicsandwar.com/nation/id=234558,Shamadruu,https://politicsandwar.com/nation/id=174178,Johann Hess,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=239371,necros,239371,https://politicsandwar.com/nation/id=235391,BabyYoda,https://politicsandwar.com/nation/id=105255,Erold Yerkin,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
https://politicsandwar.com/nation/id=211206,Pellon Wesaurps,211206,https://politicsandwar.com/nation/id=235391,BabyYoda,https://politicsandwar.com/nation/id=105255,Erold Yerkin,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=212253,Agara,212253,https://politicsandwar.com/nation/id=244190,Lenka,https://politicsandwar.com/nation/id=231415,Misha Polikarpov,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=195626,Narspar,195626,https://politicsandwar.com/nation/id=244190,Lenka,https://politicsandwar.com/nation/id=231415,Misha Polikarpov,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
https://politicsandwar.com/nation/id=251529,United Communist States,251529,https://politicsandwar.com/nation/id=245780,Luke Williams,https://politicsandwar.com/nation/id=280756,Burke - Johnson,,Loading...,,,Loading...,,Loading...,,Loading...,,Loading...,,Loading...
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,Loading...,#VALUE!,,Loading...,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
,#ERROR!,#VALUE!,,#ERROR!,,#ERROR!,,#ERROR!,,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!,,#ERROR!
